combination_id,run_time_sec,phase,is_full_dataset,n_dft_bins,n_avg_samples,srp_grid_cells,freq_min,freq_max,mae,median_error,p95_error,n_samples,success_rate,phase1_mae
116.0,82.01634693145752,1.0,False,2048.0,10.0,720.0,200.0,3000.0,80.38243706674305,79.90286404708098,167.5447462350967,100,1.0,
117.0,81.26868081092834,1.0,False,2048.0,10.0,720.0,200.0,4000.0,81.72357357100887,87.60634230599732,166.0947462350967,100,1.0,
118.0,80.1529631614685,1.0,False,2048.0,10.0,720.0,300.0,3000.0,80.04009985244157,78.68706462517036,171.025,100,1.0,
119.0,81.10181093215942,1.0,False,2048.0,10.0,720.0,300.0,4000.0,87.18997131498801,86.2091233787778,171.64258290835218,100,1.0,
120.0,39.66315722465515,1.0,False,2048.0,50.0,360.0,200.0,3000.0,80.38743706674306,79.65286404708098,167.5447462350967,100,1.0,
121.0,39.45787596702576,1.0,False,2048.0,50.0,360.0,200.0,4000.0,81.79857357100887,87.35634230599732,166.5447462350967,100,1.0,
122.0,39.33527302742005,1.0,False,2048.0,50.0,360.0,300.0,3000.0,80.03509985244158,78.68706462517036,171.025,100,1.0,
123.0,39.66629600524902,1.0,False,2048.0,50.0,360.0,300.0,4000.0,87.14997131498802,86.2091233787778,171.64258290835218,100,1.0,
124.0,80.00313591957092,1.0,False,2048.0,50.0,720.0,200.0,3000.0,80.38243706674305,79.90286404708098,167.5447462350967,100,1.0,
125.0,80.16441488265991,1.0,False,2048.0,50.0,720.0,200.0,4000.0,81.72357357100887,87.60634230599732,166.0947462350967,100,1.0,
126.0,80.24587321281433,1.0,False,2048.0,50.0,720.0,300.0,3000.0,80.04009985244157,78.68706462517036,171.025,100,1.0,
127.0,79.84286403656006,1.0,False,2048.0,50.0,720.0,300.0,4000.0,87.18997131498801,86.2091233787778,171.64258290835218,100,1.0,
128.0,79.81569290161133,1.0,False,4096.0,1.0,360.0,200.0,3000.0,62.7140106116227,54.88518134159416,165.075,100,1.0,
129.0,80.03070402145386,1.0,False,4096.0,1.0,360.0,200.0,4000.0,65.9279655605807,61.19811671642378,166.64999999999998,100,1.0,
130.0,80.31994009017944,1.0,False,4096.0,1.0,360.0,300.0,3000.0,64.73353704363534,54.19811671642377,169.525,100,1.0,
131.0,80.24427103996277,1.0,False,4096.0,1.0,360.0,300.0,4000.0,66.24320529129348,59.252234032825896,171.6554117316402,100,1.0,
132.0,162.1238830089569,1.0,False,4096.0,1.0,720.0,200.0,3000.0,62.6640106116227,54.63518134159416,165.05,100,1.0,
133.0,162.22262978553772,1.0,False,4096.0,1.0,720.0,200.0,4000.0,65.97167863207628,61.44811671642378,166.14999999999998,100,1.0,
134.0,161.93560004234314,1.0,False,4096.0,1.0,720.0,300.0,3000.0,64.80853704363534,53.94811671642377,169.5,100,1.0,
135.0,161.76907587051392,1.0,False,4096.0,1.0,720.0,300.0,4000.0,66.18691836278907,59.252234032825896,172.14999999999998,100,1.0,
136.0,81.4686861038208,1.0,False,4096.0,5.0,360.0,200.0,3000.0,62.7140106116227,54.88518134159416,165.075,100,1.0,
137.0,81.73775482177734,1.0,False,4096.0,5.0,360.0,200.0,4000.0,65.9279655605807,61.19811671642378,166.64999999999998,100,1.0,
138.0,81.584801197052,1.0,False,4096.0,5.0,360.0,300.0,3000.0,64.73353704363534,54.19811671642377,169.525,100,1.0,
139.0,81.5917739868164,1.0,False,4096.0,5.0,360.0,300.0,4000.0,66.24320529129348,59.252234032825896,171.6554117316402,100,1.0,
140.0,164.9544382095337,1.0,False,4096.0,5.0,720.0,200.0,3000.0,62.6640106116227,54.63518134159416,165.05,100,1.0,
141.0,164.0795819759369,1.0,False,4096.0,5.0,720.0,200.0,4000.0,65.97167863207628,61.44811671642378,166.14999999999998,100,1.0,
142.0,164.56447219848633,1.0,False,4096.0,5.0,720.0,300.0,3000.0,64.80853704363534,53.94811671642377,169.5,100,1.0,
143.0,164.0670850276947,1.0,False,4096.0,5.0,720.0,300.0,4000.0,66.18691836278907,59.252234032825896,172.14999999999998,100,1.0,
144.0,82.83271288871765,1.0,False,4096.0,10.0,360.0,200.0,3000.0,62.7140106116227,54.88518134159416,165.075,100,1.0,
145.0,82.49157619476318,1.0,False,4096.0,10.0,360.0,200.0,4000.0,65.9279655605807,61.19811671642378,166.64999999999998,100,1.0,
146.0,81.73244380950928,1.0,False,4096.0,10.0,360.0,300.0,3000.0,64.73353704363534,54.19811671642377,169.525,100,1.0,
147.0,81.89628005027771,1.0,False,4096.0,10.0,360.0,300.0,4000.0,66.24320529129348,59.252234032825896,171.6554117316402,100,1.0,
148.0,162.39853596687317,1.0,False,4096.0,10.0,720.0,200.0,3000.0,62.6640106116227,54.63518134159416,165.05,100,1.0,
149.0,164.28972697257996,1.0,False,4096.0,10.0,720.0,200.0,4000.0,65.97167863207628,61.44811671642378,166.14999999999998,100,1.0,
150.0,164.89628505706787,1.0,False,4096.0,10.0,720.0,300.0,3000.0,64.80853704363534,53.94811671642377,169.5,100,1.0,
151.0,164.21864295005798,1.0,False,4096.0,10.0,720.0,300.0,4000.0,66.18691836278907,59.252234032825896,172.14999999999998,100,1.0,
152.0,82.83231687545776,1.0,False,4096.0,50.0,360.0,200.0,3000.0,62.7140106116227,54.88518134159416,165.075,100,1.0,
153.0,82.96178197860718,1.0,False,4096.0,50.0,360.0,200.0,4000.0,65.9279655605807,61.19811671642378,166.64999999999998,100,1.0,
154.0,83.10386204719543,1.0,False,4096.0,50.0,360.0,300.0,3000.0,64.73353704363534,54.19811671642377,169.525,100,1.0,
155.0,81.87835121154785,1.0,False,4096.0,50.0,360.0,300.0,4000.0,66.24320529129348,59.252234032825896,171.6554117316402,100,1.0,
156.0,162.17277598381042,1.0,False,4096.0,50.0,720.0,200.0,3000.0,62.6640106116227,54.63518134159416,165.05,100,1.0,
157.0,162.31078791618347,1.0,False,4096.0,50.0,720.0,200.0,4000.0,65.97167863207628,61.44811671642378,166.14999999999998,100,1.0,
158.0,161.96646571159363,1.0,False,4096.0,50.0,720.0,300.0,3000.0,64.80853704363534,53.94811671642377,169.5,100,1.0,
159.0,162.03698825836182,1.0,False,4096.0,50.0,720.0,300.0,4000.0,66.18691836278907,59.252234032825896,172.14999999999998,100,1.0,
160.0,162.6125009059906,1.0,False,8192.0,1.0,360.0,200.0,3000.0,29.7659288286287,6.499999999999972,114.84870495728842,100,1.0,
161.0,162.3867268562317,1.0,False,8192.0,1.0,360.0,200.0,4000.0,28.65944487863901,6.499999999999972,98.43855275645988,100,1.0,
162.0,161.89107298851013,1.0,False,8192.0,1.0,360.0,300.0,3000.0,33.930778928019286,6.499999999999972,150.72657229400883,100,1.0,
163.0,162.177561044693,1.0,False,8192.0,1.0,360.0,300.0,4000.0,28.14147760781653,6.001541815047773,100.18855275645988,100,1.0,
164.0,318.06275820732117,1.0,False,8192.0,1.0,720.0,200.0,3000.0,29.68480821179816,6.499999999999986,115.17629504271156,100,1.0,
165.0,318.3850748538971,1.0,False,8192.0,1.0,720.0,200.0,4000.0,28.71298203452209,6.499999999999972,98.91355275645988,100,1.0,
166.0,317.9511308670044,1.0,False,8192.0,1.0,720.0,300.0,3000.0,33.855778928019284,6.499999999999972,150.22657229400883,100,1.0,
167.0,318.2924327850342,1.0,False,8192.0,1.0,720.0,300.0,4000.0,28.139386696546396,5.940930810324133,100.18855275645988,100,1.0,
168.0,159.28644394874573,1.0,False,8192.0,5.0,360.0,200.0,3000.0,29.7659288286287,6.499999999999972,114.84870495728842,100,1.0,
169.0,160.35504603385925,1.0,False,8192.0,5.0,360.0,200.0,4000.0,28.65944487863901,6.499999999999972,98.43855275645988,100,1.0,
170.0,159.9456262588501,1.0,False,8192.0,5.0,360.0,300.0,3000.0,33.930778928019286,6.499999999999972,150.72657229400883,100,1.0,
171.0,160.24559998512268,1.0,False,8192.0,5.0,360.0,300.0,4000.0,28.14147760781653,6.001541815047773,100.18855275645988,100,1.0,
172.0,322.89826822280884,1.0,False,8192.0,5.0,720.0,200.0,3000.0,29.68480821179816,6.499999999999986,115.17629504271156,100,1.0,
173.0,322.6130349636078,1.0,False,8192.0,5.0,720.0,200.0,4000.0,28.71298203452209,6.499999999999972,98.91355275645988,100,1.0,
174.0,322.02162981033325,1.0,False,8192.0,5.0,720.0,300.0,3000.0,33.855778928019284,6.499999999999972,150.22657229400883,100,1.0,
175.0,318.10497879981995,1.0,False,8192.0,5.0,720.0,300.0,4000.0,28.139386696546396,5.940930810324133,100.18855275645988,100,1.0,
176.0,157.94432091712952,1.0,False,8192.0,10.0,360.0,200.0,3000.0,29.7659288286287,6.499999999999972,114.84870495728842,100,1.0,
177.0,157.53661608695984,1.0,False,8192.0,10.0,360.0,200.0,4000.0,28.65944487863901,6.499999999999972,98.43855275645988,100,1.0,
178.0,157.65816283226013,1.0,False,8192.0,10.0,360.0,300.0,3000.0,33.930778928019286,6.499999999999972,150.72657229400883,100,1.0,
179.0,157.1430389881134,1.0,False,8192.0,10.0,360.0,300.0,4000.0,28.14147760781653,6.001541815047773,100.18855275645988,100,1.0,
180.0,316.49751687049866,1.0,False,8192.0,10.0,720.0,200.0,3000.0,29.68480821179816,6.499999999999986,115.17629504271156,100,1.0,
181.0,317.61195707321167,1.0,False,8192.0,10.0,720.0,200.0,4000.0,28.71298203452209,6.499999999999972,98.91355275645988,100,1.0,
182.0,316.662456035614,1.0,False,8192.0,10.0,720.0,300.0,3000.0,33.855778928019284,6.499999999999972,150.22657229400883,100,1.0,
183.0,317.4058277606964,1.0,False,8192.0,10.0,720.0,300.0,4000.0,28.139386696546396,5.940930810324133,100.18855275645988,100,1.0,
184.0,159.35125207901,1.0,False,8192.0,50.0,360.0,200.0,3000.0,29.7659288286287,6.499999999999972,114.84870495728842,100,1.0,
185.0,157.8545241355896,1.0,False,8192.0,50.0,360.0,200.0,4000.0,28.65944487863901,6.499999999999972,98.43855275645988,100,1.0,
186.0,158.17899012565613,1.0,False,8192.0,50.0,360.0,300.0,3000.0,33.930778928019286,6.499999999999972,150.72657229400883,100,1.0,
187.0,156.81491613388062,1.0,False,8192.0,50.0,360.0,300.0,4000.0,28.14147760781653,6.001541815047773,100.18855275645988,100,1.0,
188.0,318.1685600280762,1.0,False,8192.0,50.0,720.0,200.0,3000.0,29.68480821179816,6.499999999999986,115.17629504271156,100,1.0,
189.0,316.82992792129517,1.0,False,8192.0,50.0,720.0,200.0,4000.0,28.71298203452209,6.499999999999972,98.91355275645988,100,1.0,
190.0,317.250226020813,1.0,False,8192.0,50.0,720.0,300.0,3000.0,33.855778928019284,6.499999999999972,150.22657229400883,100,1.0,
191.0,317.9268379211426,1.0,False,8192.0,50.0,720.0,300.0,4000.0,28.139386696546396,5.940930810324133,100.18855275645988,100,1.0,
192.0,297.69340991973877,1.0,False,16384.0,1.0,360.0,200.0,3000.0,26.42366546306444,6.999999999999972,103.83456856428444,100,1.0,
193.0,8625.691640138626,1.0,False,16384.0,1.0,360.0,200.0,4000.0,23.48156251189447,6.477941246392575,98.62754788187615,100,1.0,
194.0,294.86535000801086,1.0,False,16384.0,1.0,360.0,300.0,3000.0,33.21110000363332,6.945882683597873,129.3804227878237,100,1.0,
195.0,727.6942780017853,1.0,False,16384.0,1.0,360.0,300.0,4000.0,24.878700458988416,4.804117316402099,110.8385527564599,100,1.0,
196.0,558.5466377735138,1.0,False,16384.0,5.0,360.0,200.0,3000.0,26.42366546306444,6.999999999999972,103.83456856428444,100,1.0,
197.0,299.4762499332428,1.0,False,16384.0,5.0,360.0,200.0,4000.0,23.48156251189447,6.477941246392575,98.62754788187615,100,1.0,
198.0,296.5457317829132,1.0,False,16384.0,5.0,360.0,300.0,3000.0,33.21110000363332,6.945882683597873,129.3804227878237,100,1.0,
199.0,296.8551597595215,1.0,False,16384.0,5.0,360.0,300.0,4000.0,24.878700458988416,4.804117316402099,110.8385527564599,100,1.0,
200.0,297.8064761161804,1.0,False,16384.0,10.0,360.0,200.0,3000.0,26.42366546306444,6.999999999999972,103.83456856428444,100,1.0,
201.0,302.0100212097168,1.0,False,16384.0,10.0,360.0,200.0,4000.0,23.48156251189447,6.477941246392575,98.62754788187615,100,1.0,
202.0,298.74686908721924,1.0,False,16384.0,10.0,360.0,300.0,3000.0,33.21110000363332,6.945882683597873,129.3804227878237,100,1.0,
203.0,298.6407980918884,1.0,False,16384.0,10.0,360.0,300.0,4000.0,24.878700458988416,4.804117316402099,110.8385527564599,100,1.0,
204.0,299.752338886261,1.0,False,16384.0,50.0,360.0,200.0,3000.0,26.42366546306444,6.999999999999972,103.83456856428444,100,1.0,
205.0,298.48058795928955,1.0,False,16384.0,50.0,360.0,200.0,4000.0,23.48156251189447,6.477941246392575,98.62754788187615,100,1.0,
206.0,298.8974380493164,1.0,False,16384.0,50.0,360.0,300.0,3000.0,33.21110000363332,6.945882683597873,129.3804227878237,100,1.0,
207.0,298.40309500694275,1.0,False,16384.0,50.0,360.0,300.0,4000.0,24.878700458988416,4.804117316402099,110.8385527564599,100,1.0,
191.0,1.254431962966919,2.0,True,8192.0,50.0,720.0,300.0,4000.0,inf,inf,inf,0,0.0,28.139386696546396
167.0,1.2568719387054443,2.0,True,8192.0,1.0,720.0,300.0,4000.0,inf,inf,inf,0,0.0,28.139386696546396
175.0,1.241023063659668,2.0,True,8192.0,5.0,720.0,300.0,4000.0,inf,inf,inf,0,0.0,28.139386696546396
183.0,1.232368230819702,2.0,True,8192.0,10.0,720.0,300.0,4000.0,inf,inf,inf,0,0.0,28.139386696546396
187.0,1.2361037731170654,2.0,True,8192.0,50.0,360.0,300.0,4000.0,inf,inf,inf,0,0.0,28.14147760781653
179.0,1.2364201545715332,2.0,True,8192.0,10.0,360.0,300.0,4000.0,inf,inf,inf,0,0.0,28.14147760781653
171.0,1.2327580451965332,2.0,True,8192.0,5.0,360.0,300.0,4000.0,inf,inf,inf,0,0.0,28.14147760781653
163.0,1.2356359958648682,2.0,True,8192.0,1.0,360.0,300.0,4000.0,inf,inf,inf,0,0.0,28.14147760781653
177.0,1.27750825881958,2.0,True,8192.0,10.0,360.0,200.0,4000.0,inf,inf,inf,0,0.0,28.65944487863901
169.0,1.3168187141418457,2.0,True,8192.0,5.0,360.0,200.0,4000.0,inf,inf,inf,0,0.0,28.65944487863901
0,619.3397800922394,1,False,32768,1,360,200,3000,23.724514797755578,6.469703712054198,95.18099578025745,100,1.0
1,632.678956747055,1,False,32768,1,360,200,4000,23.351192089974514,5.499999999999972,98.81301897066007,100,1.0
2,609.6948349475861,1,False,32768,1,360,300,3000,26.706247426469513,6.50069008314351,95.76301897066007,100,1.0
3,654.4112420082092,1,False,32768,1,360,300,4000,21.512330718866522,4.499999999999972,96.18965519663725,100,1.0
4,620.3495597839355,1,False,32768,5,360,200,3000,23.724514797755578,6.469703712054198,95.18099578025745,100,1.0
5,618.3615610599518,1,False,32768,5,360,200,4000,23.351192089974514,5.499999999999972,98.81301897066007,100,1.0
6,684.1076052188873,1,False,32768,5,360,300,3000,26.706247426469513,6.50069008314351,95.76301897066007,100,1.0
7,41672.13140797615,1,False,32768,5,360,300,4000,21.512330718866522,4.499999999999972,96.18965519663725,100,1.0
8,36002.960648059845,1,False,32768,10,360,200,3000,23.724514797755578,6.469703712054198,95.18099578025745,100,1.0
9,35919.192220926285,1,False,32768,10,360,200,4000,23.351192089974514,5.499999999999972,98.81301897066007,100,1.0
10,31943.094547986984,1,False,32768,10,360,300,3000,26.706247426469513,6.50069008314351,95.76301897066007,100,1.0
11,608.0874726772308,1,False,32768,10,360,300,4000,21.512330718866522,4.499999999999972,96.18965519663725,100,1.0
12,608.3140606880188,1,False,32768,50,360,200,3000,23.724514797755578,6.469703712054198,95.18099578025745,100,1.0
13,608.7272591590881,1,False,32768,50,360,200,4000,23.351192089974514,5.499999999999972,98.81301897066007,100,1.0
14,623.9728760719299,1,False,32768,50,360,300,3000,26.706247426469513,6.50069008314351,95.76301897066007,100,1.0
15,602.7579898834229,1,False,32768,50,360,300,4000,21.512330718866522,4.499999999999972,96.18965519663725,100,1.0
